Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
76786,85136,RandomProb,22,failure,insight,incorrect,OPENING,,
85136,64633,RandomProb,23,failure,insight,correct,BEFORE_N_SPOTS_SHIFT,,
64633,62203,RandomProb,24,failure,unknown-correct,correct,,,
62203,62203,RandomProb,25,failure,unknown-correct,correct,,,
62203,12355,RandomProb,26,failure,insight,incorrect,OPENING,,
12355,35020,RandomProb,27,failure,insight,incorrect,TRANS_ABC_FALSE,,
35020,93951,RandomProb,28,failure,insight,correct,CROSS_OUT,,
93951,12642,RandomProb,29,failure,unknown-incorrect,incorrect,,,
12642,35020,RandomProb,30,failure,insight,correct,TRANS_SETS,,
35020,12642,RandomProb,31,failure,unknown-correct,correct,,,
12642,35020,RandomProb,32,failure,insight,incorrect,TRANS_ABC_FALSE,,
35020,35020,RandomProb,33,failure,insight,correct,TRANS_SETS,,
35020,35020,RandomProb,34,failure,insight,correct,TRANS_ABC_FALSE,,
35020,50525,RandomProb,35,failure,insight,incorrect,OPENING,,
50525,50525,RandomProb,36,failure,insight,correct,OPENING,,
50525,12642,RandomProb,37,failure,unknown-incorrect,incorrect,,,
12642,35020,RandomProb,38,failure,insight,correct,TRANS_ABC_FALSE,,
35020,93951,RandomProb,39,failure,insight,correct,CROSS_OUT,,
93951,50525,RandomProb,40,failure,insight,incorrect,OPENING,,
50525,13831,RandomProb,41,failure,insight,incorrect,OPENING,,
13831,21924,RandomProb,42,failure,insight,incorrect,OPENING,,
21924,93951,RandomProb,43,failure,insight,correct,CROSS_OUT,,
93951,62066,RandomProb,44,failure,insight,correct,APPLY_IS,,
62066,56604,RandomProb,45,failure,insight,correct,CROSS_OUT,,
56604,56604,RandomProb,46,failure,insight,correct,CROSS_OUT,,
56604,56604,RandomProb,47,failure,insight,correct,CROSS_OUT,,
56604,94563,RandomProb,48,failure,,,,,
97671,47984,RandomProb,0,failure,unknown-incorrect,incorrect,,,
47984,47984,RandomProb,1,failure,unknown-correct,correct,,,
47984,47984,RandomProb,2,failure,unknown-correct,correct,,,
47984,47984,RandomProb,3,failure,unknown-correct,correct,,,
47984,51405,RandomProb,4,failure,insight,incorrect,CROSS_OUT,,
51405,51405,RandomProb,5,failure,insight,correct,CROSS_OUT,,
51405,87832,RandomProb,6,failure,insight,incorrect,OPENING,,
87832,47984,RandomProb,7,failure,unknown-incorrect,incorrect,,,
47984,23272,RandomProb,8,failure,insight,incorrect,OPENING,,
23272,47984,RandomProb,9,failure,unknown-correct,correct,,,
47984,49101,RandomProb,10,failure,insight,incorrect,APPLY_OR,,
49101,35518,RandomProb,11,failure,unknown-incorrect,incorrect,,,
35518,97331,RandomProb,12,failure,insight,correct,OPENING,,
97331,35518,RandomProb,13,failure,unknown-incorrect,incorrect,,,
