Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
33672,99030,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
99030,48996,CrossOpenBasicOnly,1,failure,insight,correct,CROSS_OUT,,
48996,35235,CrossOpenBasicOnly,2,failure,insight,correct,APPLY_OR,,
35235,71661,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
71661,66936,CrossOpenBasicOnly,4,failure,insight,correct,APPLY_NOT,,
66936,82969,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
82969,92216,CrossOpenBasicOnly,6,failure,insight,correct,OPENING,,
92216,82969,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
82969,82969,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
82969,92216,CrossOpenBasicOnly,9,failure,insight,correct,OPENING,,
92216,75806,CrossOpenBasicOnly,10,failure,,,,,
17447,96527,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_NOT,,
96527,22482,CrossOpenBasicOnly,1,failure,insight,correct,APPLY_IS,,
22482,69037,CrossOpenBasicOnly,2,failure,insight,correct,CROSS_OUT,,
69037,69037,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
69037,77246,CrossOpenBasicOnly,4,failure,insight,correct,APPLY_OR,,
77246,77769,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
77769,20018,CrossOpenBasicOnly,6,failure,insight,correct,OPENING,,
20018,77769,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
77769,20018,CrossOpenBasicOnly,8,failure,insight,correct,OPENING,,
20018,77769,CrossOpenBasicOnly,9,failure,insight,correct,CROSS_OUT,,
77769,66012,CrossOpenBasicOnly,10,failure,,,,,
23997,21924,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_NOT,,
21924,65038,CrossOpenBasicOnly,1,failure,insight,correct,APPLY_IS,,
65038,58171,CrossOpenBasicOnly,2,failure,insight,correct,CROSS_OUT,,
58171,58171,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
58171,39447,CrossOpenBasicOnly,4,failure,insight,correct,APPLY_OR,,
39447,76611,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
76611,76611,CrossOpenBasicOnly,6,failure,insight,correct,CROSS_OUT,,
76611,42239,CrossOpenBasicOnly,7,failure,insight,correct,OPENING,,
42239,76611,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
76611,42239,CrossOpenBasicOnly,9,failure,insight,correct,OPENING,,
42239,22033,CrossOpenBasicOnly,10,failure,,,,,
48918,47378,CrossOpenBasicOnly,0,failure,unknown-incorrect,incorrect,,,
47378,37948,CrossOpenBasicOnly,1,failure,insight,incorrect,CROSS_OUT,,
37948,37948,CrossOpenBasicOnly,2,failure,insight,incorrect,CROSS_OUT,,
37948,37948,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
37948,26864,CrossOpenBasicOnly,4,failure,insight,correct,APPLY_OR,,
26864,72805,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
72805,13881,CrossOpenBasicOnly,6,failure,insight,correct,APPLY_OR,,
13881,28350,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
28350,28350,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
28350,58859,CrossOpenBasicOnly,9,failure,insight,correct,APPLY_OR,,
58859,64320,CrossOpenBasicOnly,10,failure,insight,correct,CROSS_OUT,,
64320,64320,CrossOpenBasicOnly,11,failure,insight,correct,CROSS_OUT,,
64320,77589,CrossOpenBasicOnly,12,failure,insight,correct,OPENING,,
77589,73601,CrossOpenBasicOnly,13,failure,,,,,
85094,37423,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
37423,54261,CrossOpenBasicOnly,1,failure,insight,correct,CROSS_OUT,,
54261,54261,CrossOpenBasicOnly,2,failure,insight,correct,CROSS_OUT,,
54261,43279,CrossOpenBasicOnly,3,failure,insight,correct,APPLY_OR,,
43279,48785,CrossOpenBasicOnly,4,failure,insight,correct,CROSS_OUT,,
